category,current_avg_monthly_spend,spend_vs_cluster_benchmark,spend_volatility_normalised,income_bracket_encoded,category_type,months_consistently_present,realistic_reduction_pct
entertainment,399.17,1.2525,0.1722,0,1.0,6,0.3417
utilities,2093.65,0.9027,0.1722,0,0.1,10,0.0283
healthcare,1631.38,1.0616,0.1722,0,0.05,12,0.0174
investments,384.97,1.8769,0.1722,0,0.3,7,0.1005
fuel,78.89,0.1256,0.1722,0,0.45,11,0.1287
food,7356.73,1.0242,0.2009,0,0.5,8,0.1505
groceries,2482.59,1.0302,0.2009,0,0.15,12,0.0284
transport,1816.93,1.1602,0.2009,0,0.4,11,0.2154
shopping,1058.19,1.0673,0.2009,0,0.9,6,0.3115
entertainment,285.29,0.698,0.2009,0,1.0,5,0.2108
utilities,3994.0,1.3429,0.2009,0,0.1,12,0.0377
healthcare,1319.19,0.6694,0.2009,0,0.05,10,0.0463
investments,321.71,1.2231,0.2009,0,0.3,9,0.0213
fuel,679.83,0.8442,0.2009,0,0.45,11,0.0785
food,10157.99,1.0513,0.1989,0,0.5,10,0.201
groceries,4961.95,1.5306,0.1989,0,0.15,10,0.1179
transport,2651.09,1.2584,0.1989,0,0.4,7,0.1937
shopping,1137.74,0.8531,0.1989,0,0.9,4,0.2911
entertainment,136.09,0.2475,0.1989,0,1.0,4,0.2324
utilities,3816.05,0.9537,0.1989,0,0.1,10,0.0855
healthcare,3211.8,1.2115,0.1989,0,0.05,11,0.0157
investments,136.09,0.3846,0.1989,0,0.3,10,0.0599
fuel,136.09,0.1256,0.1989,0,0.45,8,0.0833
food,5861.48,0.6299,0.2541,0,0.5,7,0.2081
groceries,3158.8,1.0118,0.2541,0,0.15,10,0.0661
transport,1971.3,0.9716,0.2541,0,0.4,11,0.1501
shopping,1360.51,1.0592,0.2541,0,0.9,7,0.3918
entertainment,293.6,0.5545,0.2541,0,1.0,9,0.1888
utilities,4579.61,1.1884,0.2541,0,0.1,12,0.0796
healthcare,2770.83,1.0852,0.2541,0,0.05,10,0.0135
investments,338.16,0.9923,0.2541,0,0.3,10,0.093
fuel,1135.07,1.0879,0.2541,0,0.45,9,0.0587
food,7140.41,1.0045,0.1686,0,0.5,7,0.12
groceries,2036.4,0.8539,0.1686,0,0.15,10,0.0
transport,1754.07,1.1318,0.1686,0,0.4,9,0.1879
shopping,1041.23,1.0612,0.1686,0,0.9,8,0.2214
entertainment,292.34,0.7228,0.1686,0,1.0,5,0.2428
utilities,4130.86,1.4034,0.1686,0,0.1,12,0.0
healthcare,1463.72,0.7505,0.1686,0,0.05,10,0.0317
investments,94.11,0.3615,0.1686,0,0.3,10,0.0606
fuel,1071.26,1.3442,0.1686,0,0.45,7,0.165
food,6342.27,1.1524,0.2784,0,0.5,9,0.2113
groceries,1778.19,0.9631,0.2784,0,0.15,10,0.0118
transport,984.44,0.8204,0.2784,0,0.4,7,0.0618
shopping,553.46,0.7286,0.2784,0,0.9,5,0.2751
entertainment,212.39,0.6782,0.2784,0,1.0,4,0.3352
utilities,2354.9,1.0333,0.2784,0,0.1,10,0.013
healthcare,1637.12,1.0842,0.2784,0,0.05,11,0.0572
investments,66.66,0.3308,0.2784,0,0.3,8,0.0304
fuel,798.4,1.294,0.2784,0,0.45,7,0.1105
food,9430.85,1.1536,0.1525,0,0.5,11,0.0611
groceries,4340.01,1.5133,0.1525,0,0.15,11,0.1086
transport,1587.81,0.8154,0.1525,0,0.4,7,0.1832
shopping,1966.92,1.6076,0.1525,0,0.9,4,0.2619
entertainment,652.36,1.3054,0.1525,0,1.0,9,0.2504
utilities,2774.36,0.7605,0.1525,0,0.1,10,0.0027
healthcare,123.09,0.1241,0.1525,0,0.05,11,0.0
investments,231.4,0.746,0.1525,0,0.3,9,0.0301
fuel,1122.54,1.1603,0.1525,0,0.45,9,0.1398
food,7539.98,0.9403,0.3332,0,0.5,9,0.1436
groceries,2742.22,1.0193,0.3332,0,0.15,10,0.0669
transport,2611.21,1.4935,0.3332,0,0.4,7,0.1705
shopping,1328.19,1.2,0.3332,0,0.9,7,0.318
entertainment,508.24,1.1139,0.3332,0,1.0,6,0.4123
utilities,3788.06,1.1408,0.3332,0,0.1,12,0.0872
healthcare,1777.7,0.808,0.3332,0,0.05,12,0.0425
investments,112.94,0.3846,0.3332,0,0.3,9,0.0193
fuel,298.17,0.3317,0.3332,0,0.45,11,0.1803
food,7053.44,0.8154,0.1207,0,0.5,8,0.0999
groceries,3026.62,0.9974,0.1207,0,0.15,12,0.0
transport,2112.38,1.0253,0.1207,0,0.4,8,0.1604
shopping,2099.36,1.6217,0.1207,0,0.9,7,0.4418
entertainment,479.26,0.9064,0.1207,0,1.0,8,0.3222
utilities,4761.33,1.2335,0.1207,0,0.1,11,0.0468
healthcare,130.23,0.1241,0.1207,0,0.05,12,0.0056
investments,148.47,0.4524,0.1207,0,0.3,10,0.0167
fuel,515.72,0.5038,0.1207,0,0.45,7,0.0838
food,7647.0,0.9985,0.1409,0,0.5,7,0.1444
groceries,3200.86,1.1914,0.1409,0,0.15,12,0.0166
transport,2430.62,1.3325,0.1409,0,0.4,11,0.2819
shopping,1033.13,0.9014,0.1409,0,0.9,5,0.2673
entertainment,200.63,0.4286,0.1409,0,1.0,8,0.2518
utilities,2891.84,0.8462,0.1409,0,0.1,10,0.0261
healthcare,228.3,0.2457,0.1409,0,0.05,10,0.0
investments,196.02,0.6746,0.1409,0,0.3,11,0.0063
fuel,920.13,1.0153,0.1409,0,0.45,9,0.0805
food,7055.61,0.9338,0.2186,0,0.5,8,0.146
groceries,2998.9,1.183,0.2186,0,0.15,11,0.1133
transport,2490.21,1.5116,0.2186,0,0.4,11,0.2168
shopping,593.82,0.5694,0.2186,0,0.9,4,0.3221
entertainment,972.67,2.2624,0.2186,0,1.0,4,0.381
utilities,3911.98,1.2503,0.2186,0,0.1,12,0.0511
healthcare,1260.01,0.6078,0.2186,0,0.05,12,0.0648
investments,225.61,0.8154,0.2186,0,0.3,9,0.0362
fuel,857.74,1.0126,0.2186,0,0.45,7,0.1785
food,6185.04,0.96,0.2322,0,0.5,9,0.1186
groceries,2263.13,1.047,0.2322,0,0.15,11,0.0536
transport,2384.72,1.6977,0.2322,0,0.4,9,0.2064
shopping,90.74,0.102,0.2322,0,0.9,6,0.2713
entertainment,90.74,0.2475,0.2322,0,1.0,6,0.2126
utilities,2119.75,0.7946,0.2322,0,0.1,12,0.0457
healthcare,2277.65,1.2885,0.2322,0,0.05,11,0.0812
investments,90.74,0.3846,0.2322,0,0.3,9,0.0092
fuel,297.64,0.4121,0.2322,0,0.45,9,0.0678
food,4208.85,0.6687,0.2494,0,0.5,11,0.1225
groceries,1714.39,0.8119,0.2494,0,0.15,11,0.0232
transport,1024.73,0.7468,0.2494,0,0.4,7,0.1157
shopping,1336.76,1.5388,0.2494,0,0.9,4,0.2917
entertainment,482.23,1.3465,0.2494,0,1.0,9,0.4029
utilities,3591.88,1.3782,0.2494,0,0.1,12,0.0941
healthcare,1904.09,1.1027,0.2494,0,0.05,11,0.1294
investments,88.64,0.3846,0.2494,0,0.3,10,0.0068
fuel,523.0,0.7412,0.2494,0,0.45,7,0.1253
food,7980.28,0.9068,0.1638,0,0.5,7,0.1952
groceries,2803.88,0.9496,0.1638,0,0.15,12,0.0
transport,2387.39,1.2442,0.1638,0,0.4,10,0.2333
shopping,1365.99,1.1245,0.1638,0,0.9,4,0.316
entertainment,904.88,1.8069,0.1638,0,1.0,5,0.3093
utilities,3019.57,0.8286,0.1638,0,0.1,12,0.0009
healthcare,1968.42,0.8152,0.1638,0,0.05,10,0.0362
investments,123.96,0.3846,0.1638,0,0.3,8,0.0134
fuel,666.88,0.6759,0.1638,0,0.45,10,0.2265
food,10698.18,1.1325,0.2564,0,0.5,9,0.1468
groceries,2346.72,0.7082,0.2564,0,0.15,12,0.0734
transport,2801.84,1.2453,0.2564,0,0.4,8,0.2218
shopping,2019.6,1.4286,0.2564,0,0.9,9,0.2692
entertainment,369.79,0.6404,0.2564,0,1.0,9,0.1984
utilities,4110.31,0.975,0.2564,0,0.1,10,0.0414
healthcare,1396.65,1.2184,0.2564,0,0.05,10,0.0774
investments,142.23,0.3968,0.2564,0,0.3,10,0.1018
fuel,253.16,0.2265,0.2564,0,0.45,8,0.2411
food,10955.69,1.2668,0.2603,0,0.5,7,0.1993
groceries,1337.49,0.461,0.2603,0,0.15,11,0.0593
transport,1093.86,0.5801,0.2603,0,0.4,11,0.1904
shopping,1203.49,1.0082,0.2603,0,0.9,6,0.2516
entertainment,404.41,0.8218,0.2603,0,1.0,5,0.3352
utilities,3257.23,0.9095,0.2603,0,0.1,11,0.0514
healthcare,2653.05,1.1181,0.2603,0,0.05,12,0.0823
investments,572.51,1.8077,0.2603,0,0.3,7,0.0466
fuel,2024.5,2.0879,0.2603,0,0.45,9,0.2752
food,6862.41,1.0952,0.1178,0,0.5,9,0.168
groceries,2160.42,0.9828,0.1178,0,0.15,11,0.014
transport,1517.01,1.0164,0.1178,0,0.4,9,0.1749
shopping,649.07,0.6922,0.1178,0,0.9,8,0.2183
entertainment,415.1,1.0837,0.1178,0,1.0,7,0.2361
utilities,3026.48,1.0823,0.1178,0,0.1,10,0.0177
healthcare,913.23,1.201,0.1178,0,0.05,11,0.0455
investments,94.34,0.3968,0.1178,0,0.3,11,0.0625
fuel,909.45,1.2265,0.1178,0,0.45,9,0.2393
food,7741.03,0.941,0.0778,0,0.5,9,0.1327
groceries,3363.94,1.1657,0.0778,0,0.15,11,0.0475
transport,2784.3,1.421,0.0778,0,0.4,10,0.1437
shopping,1491.23,1.2113,0.0778,0,0.9,8,0.2563
entertainment,455.79,0.9064,0.0778,0,1.0,7,0.2044
utilities,4882.43,1.33,0.0778,0,0.1,12,0.0
healthcare,738.19,0.7395,0.0778,0,0.05,10,0.0574
investments,448.36,1.4365,0.0778,0,0.3,11,0.0672
fuel,1181.59,1.2137,0.0778,0,0.45,8,0.1578
food,6146.74,1.1786,0.2832,0,0.5,7,0.2707
groceries,1542.18,0.8429,0.2832,0,0.15,10,0.057
transport,1314.47,1.0582,0.2832,0,0.4,10,0.16
shopping,343.93,0.4406,0.2832,0,0.9,6,0.2411
entertainment,169.61,0.532,0.2832,0,1.0,5,0.2633
utilities,1999.18,0.859,0.2832,0,0.1,10,0.0431
healthcare,714.55,1.129,0.2832,0,0.05,10,0.1102
investments,78.52,0.3968,0.2832,0,0.3,8,0.0318
fuel,321.94,0.5216,0.2832,0,0.45,9,0.1424
food,11419.09,1.369,0.2792,0,0.5,8,0.1361
groceries,2450.64,0.8757,0.2792,0,0.15,11,0.0926
transport,1811.55,0.9961,0.2792,0,0.4,7,0.1133
shopping,434.68,0.3776,0.2792,0,0.9,5,0.1907
entertainment,441.73,0.9307,0.2792,0,1.0,9,0.3148
utilities,3435.13,0.9946,0.2792,0,0.1,10,0.0271
healthcare,2084.1,0.9107,0.2792,0,0.05,10,0.0
investments,110.43,0.3615,0.2792,0,0.3,11,0.0476
fuel,136.28,0.1457,0.2792,0,0.45,9,0.1791
food,8524.28,0.9039,0.1258,0,0.5,10,0.0
groceries,4250.19,1.3434,0.1258,0,0.15,11,0.0463
transport,1657.57,0.8062,0.1258,0,0.4,9,0.1037
shopping,950.98,0.7306,0.1258,0,0.9,9,0.2138
entertainment,645.5,1.203,0.1258,0,1.0,4,0.3463
utilities,5017.88,1.285,0.1258,0,0.1,12,0.0933
healthcare,2414.64,0.9333,0.1258,0,0.05,12,0.0024
investments,483.46,1.4,0.1258,0,0.3,11,0.0312
fuel,1288.34,1.2186,0.1258,0,0.45,10,0.1973
food,4991.37,0.6887,0.258,0,0.5,8,0.0912
groceries,2310.93,0.9505,0.258,0,0.15,10,0.0473
transport,2068.0,1.3088,0.258,0,0.4,7,0.214
shopping,1273.87,1.2735,0.258,0,0.9,9,0.2853
entertainment,671.64,1.6287,0.258,0,1.0,9,0.4562
utilities,3135.68,1.0449,0.258,0,0.1,10,0.0088
healthcare,2096.58,1.0544,0.258,0,0.05,11,0.0059
investments,420.54,1.5846,0.258,0,0.3,8,0.1168
fuel,630.81,0.7764,0.258,0,0.45,11,0.1125
food,8588.02,1.1575,0.2218,0,0.5,9,0.2455
groceries,2819.48,1.0833,0.2218,0,0.15,12,0.0357
transport,1907.95,1.0796,0.2218,0,0.4,11,0.1103
shopping,1588.47,1.4306,0.2218,0,0.9,9,0.2678
entertainment,437.89,0.9655,0.2218,0,1.0,4,0.3244
utilities,2495.53,0.7537,0.2218,0,0.1,10,0.0
healthcare,598.75,0.665,0.2218,0,0.05,11,0.0104
investments,375.34,1.3333,0.2218,0,0.3,9,0.0383
fuel,907.06,1.0331,0.2218,0,0.45,9,0.1581
food,4701.27,0.7154,0.2826,0,0.5,7,0.1498
groceries,2671.18,1.1588,0.2826,0,0.15,12,0.1441
transport,1171.36,0.7484,0.2826,0,0.4,11,0.2215
shopping,1042.75,1.0604,0.2826,0,0.9,8,0.2381
entertainment,476.85,1.1872,0.2826,0,1.0,5,0.3355
utilities,3725.8,1.2706,0.2826,0,0.1,10,0.0903
healthcare,1179.28,1.4789,0.2826,0,0.05,11,0.0523
investments,98.93,0.3968,0.2826,0,0.3,11,0.037
fuel,534.24,0.687,0.2826,0,0.45,7,0.2132
food,9057.84,1.0462,0.3072,0,0.5,11,0.2151
groceries,3577.77,1.2317,0.3072,0,0.15,10,0.0525
transport,1990.09,1.0543,0.3072,0,0.4,7,0.2268
shopping,1907.17,1.5959,0.3072,0,0.9,6,0.3816
entertainment,1048.7,2.1287,0.3072,0,1.0,9,0.3649
utilities,4438.68,1.2381,0.3072,0,0.1,12,0.0406
healthcare,1202.35,0.5062,0.3072,0,0.05,12,0.0428
investments,156.09,0.4923,0.3072,0,0.3,7,0.0116
fuel,758.48,0.7814,0.3072,0,0.45,10,0.1464
food,5973.96,0.8437,0.261,0,0.5,7,0.2043
groceries,3065.87,1.2343,0.261,0,0.15,11,0.0809
transport,1577.71,0.9355,0.261,0,0.4,9,0.1171
shopping,618.29,0.5835,0.261,0,0.9,4,0.3103
entertainment,106.6,0.2463,0.261,0,1.0,9,0.3247
utilities,2684.23,0.8495,0.261,0,0.1,11,0.0484
healthcare,635.35,0.7395,0.261,0,0.05,10,0.0
investments,106.6,0.3968,0.261,0,0.3,10,0.0017
fuel,396.56,0.4733,0.261,0,0.45,7,0.2774
food,12539.23,1.2909,0.3673,0,0.5,10,0.1802
groceries,3322.73,0.9751,0.3673,0,0.15,11,0.0417
transport,2310.7,0.9987,0.3673,0,0.4,9,0.1419
shopping,1684.77,1.159,0.3673,0,0.9,4,0.3853
entertainment,634.71,1.069,0.3673,0,1.0,5,0.3794
utilities,4978.25,1.1484,0.3673,0,0.1,12,0.0535
healthcare,734.16,0.6228,0.3673,0,0.05,10,0.0441
investments,435.82,1.1825,0.3673,0,0.3,11,0.0042
fuel,1339.62,1.1654,0.3673,0,0.45,11,0.2233
food,5696.77,0.9292,0.2829,0,0.5,10,0.1043
groceries,1882.93,0.8755,0.2829,0,0.15,11,0.0568
transport,1681.71,1.1517,0.2829,0,0.4,11,0.2584
shopping,860.24,0.9376,0.2829,0,0.9,6,0.3261
entertainment,300.9,0.803,0.2829,0,1.0,7,0.3337
utilities,2423.8,0.886,0.2829,0,0.1,12,0.0453
healthcare,926.69,1.2457,0.2829,0,0.05,11,0.0138
investments,92.3,0.3968,0.2829,0,0.3,10,0.0068
fuel,1031.92,1.4224,0.2829,0,0.45,9,0.1672
food,5292.92,0.8614,0.2401,0,0.5,10,0.2073
groceries,2405.87,1.1671,0.2401,0,0.15,10,0.1105
transport,1455.64,1.0866,0.2401,0,0.4,9,0.1987
shopping,1486.79,1.7531,0.2401,0,0.9,4,0.3829
entertainment,240.59,0.6881,0.2401,0,1.0,6,0.3776
utilities,1808.73,0.7109,0.2401,0,0.1,12,0.0502
healthcare,2282.98,1.3542,0.2401,0,0.05,12,0.081
investments,105.58,0.4692,0.2401,0,0.3,7,0.0831
fuel,791.0,1.1482,0.2401,0,0.45,7,0.1435
food,7001.67,0.7944,0.1564,0,0.5,9,0.1389
groceries,3056.4,1.0336,0.1564,0,0.15,12,0.0027
transport,1117.29,0.5814,0.1564,0,0.4,8,0.0923
shopping,769.69,0.6327,0.1564,0,0.9,7,0.2623
entertainment,288.01,0.5743,0.1564,0,1.0,5,0.1634
utilities,2788.26,0.7639,0.1564,0,0.1,11,0.0
healthcare,2616.94,1.0821,0.1564,0,0.05,12,0.0
investments,245.8,0.7615,0.1564,0,0.3,8,0.0
fuel,1338.26,1.3543,0.1564,0,0.45,11,0.2025
food,5628.7,1.6845,0.1984,0,0.5,7,0.1831
groceries,2513.3,1.2338,0.1984,0,0.15,11,0.0465
transport,2106.53,1.1831,0.1984,0,0.4,11,0.1892
shopping,1144.46,0.6844,0.1984,0,0.9,5,0.2763
entertainment,432.6,0.5307,0.1984,0,1.0,7,0.1776
utilities,2164.64,1.3186,0.1984,0,0.1,11,0.0614
healthcare,813.55,0.9197,0.1984,0,0.05,12,0.0314
investments,460.05,0.3438,0.1984,0,0.3,9,0.0121
fuel,834.54,0.8718,0.1984,0,0.45,7,0.1802
food,10293.86,1.0755,0.2488,0,0.5,7,0.1935
groceries,3216.49,1.0017,0.2488,0,0.15,12,0.0424
transport,2135.34,1.0233,0.2488,0,0.4,11,0.1313
shopping,1628.47,1.2327,0.2488,0,0.9,6,0.3977
entertainment,730.65,1.3416,0.2488,0,1.0,6,0.3017
utilities,4157.45,1.049,0.2488,0,0.1,11,0.0653
healthcare,2183.87,0.8316,0.2488,0,0.05,12,0.0425
investments,614.72,1.7538,0.2488,0,0.3,11,0.0537
fuel,655.16,0.6106,0.2488,0,0.45,9,0.1373
food,9496.52,0.9482,0.2228,0,0.5,7,0.1819
groceries,3509.7,1.0445,0.2228,0,0.15,10,0.0209
transport,2936.98,1.345,0.2228,0,0.4,9,0.1541
shopping,1187.77,0.8592,0.2228,0,0.9,5,0.2981
entertainment,572.73,1.005,0.2228,0,1.0,5,0.2839
utilities,3540.74,0.8537,0.2228,0,0.1,10,0.036
healthcare,2389.65,0.8696,0.2228,0,0.05,12,0.0007
investments,643.26,1.7538,0.2228,0,0.3,11,0.0999
fuel,1235.73,1.1005,0.2228,0,0.45,8,0.1579
food,10043.0,1.1558,0.1335,0,0.5,10,0.2606
groceries,1945.94,0.6675,0.1335,0,0.15,12,0.0
transport,2690.04,1.4199,0.1335,0,0.4,9,0.1467
shopping,1028.04,0.8571,0.1335,0,0.9,9,0.3334
entertainment,621.72,1.2574,0.1335,0,1.0,9,0.3752
utilities,3828.23,1.0639,0.1335,0,0.1,11,0.0421
healthcare,1975.31,0.8285,0.1335,0,0.05,12,0.0154
investments,257.01,0.8077,0.1335,0,0.3,8,0.0072
fuel,1571.44,1.6131,0.1335,0,0.45,9,0.2382
food,9108.55,0.9464,0.2426,0,0.5,10,0.1153
groceries,3645.74,1.0798,0.2426,0,0.15,11,0.0
transport,2941.51,1.2832,0.2426,0,0.4,7,0.146
shopping,1043.3,0.7243,0.2426,0,0.9,4,0.2812
entertainment,927.37,1.5764,0.2426,0,1.0,8,0.3172
utilities,3454.47,0.8043,0.2426,0,0.1,10,0.0518
healthcare,2182.23,1.8685,0.2426,0,0.05,11,0.0665
investments,144.9,0.3968,0.2426,0,0.3,11,0.0592
fuel,834.64,0.7328,0.2426,0,0.45,7,0.1874
food,8953.96,1.0223,0.2792,0,0.5,10,0.1164
groceries,1553.43,0.5056,0.2792,0,0.15,11,0.0564
transport,2494.98,1.196,0.2792,0,0.4,9,0.2563
shopping,1105.07,0.8431,0.2792,0,0.9,5,0.2318
entertainment,203.08,0.3793,0.2792,0,1.0,8,0.2951
utilities,4810.61,1.2308,0.2792,0,0.1,11,0.061
healthcare,131.87,0.1241,0.2792,0,0.05,11,0.0706
investments,216.27,0.6508,0.2792,0,0.3,8,0.0531
fuel,1397.82,1.3486,0.2792,0,0.45,7,0.2392
food,6766.11,1.0408,0.1785,0,0.5,8,0.1225
groceries,1887.92,0.8657,0.1785,0,0.15,10,0.0
transport,996.15,0.7028,0.1785,0,0.4,10,0.1824
shopping,878.95,0.9796,0.1785,0,0.9,9,0.2168
entertainment,704.99,1.9059,0.1785,0,1.0,6,0.234
utilities,3226.49,1.1986,0.1785,0,0.1,11,0.0277
healthcare,1757.91,0.9856,0.1785,0,0.05,11,0.0038
investments,91.56,0.3846,0.1785,0,0.3,9,0.0218
fuel,173.96,0.2387,0.1785,0,0.45,8,0.1597
food,12552.62,1.1882,0.2183,0,0.5,9,0.2327
groceries,3386.65,0.9555,0.2183,0,0.15,10,0.0339
transport,1958.19,0.8501,0.2183,0,0.4,7,0.0188
shopping,1351.09,0.9265,0.2183,0,0.9,7,0.2266
entertainment,877.91,1.4604,0.2183,0,1.0,6,0.3364
utilities,3865.78,0.8837,0.2183,0,0.1,11,0.0144
healthcare,2172.46,0.7495,0.2183,0,0.05,12,0.0777
investments,196.41,0.5077,0.2183,0,0.3,10,0.0052
fuel,1490.96,1.2588,0.2183,0,0.45,11,0.2616
food,6279.13,0.9946,0.3064,0,0.5,11,0.0632
groceries,2224.64,1.0504,0.3064,0,0.15,12,0.0883
transport,1520.44,1.1047,0.3064,0,0.4,9,0.2024
shopping,1273.25,1.4612,0.3064,0,0.9,7,0.3834
entertainment,364.55,1.0149,0.3064,0,1.0,6,0.2719
utilities,2719.0,1.0401,0.3064,0,0.1,10,0.0
healthcare,1591.57,0.9189,0.3064,0,0.05,10,0.0
investments,284.53,1.2308,0.3064,0,0.3,10,0.042
fuel,634.85,0.897,0.3064,0,0.45,10,0.1527
food,6368.66,1.1442,0.2797,0,0.5,7,0.1639
groceries,1630.71,0.8352,0.2797,0,0.15,10,0.0094
transport,884.91,0.6675,0.2797,0,0.4,7,0.2158
shopping,832.95,1.0,0.2797,0,0.9,6,0.2073
entertainment,83.8,0.2463,0.2797,0,1.0,8,0.2024
utilities,2354.73,0.948,0.2797,0,0.1,11,0.0503
healthcare,677.09,1.0025,0.2797,0,0.05,11,0.0242
investments,261.45,1.2381,0.2797,0,0.3,8,0.0631
fuel,457.54,0.6947,0.2797,0,0.45,8,0.1272
food,6849.72,0.8839,0.1505,0,0.5,8,0.1253
groceries,1032.48,0.3971,0.1505,0,0.15,12,0.0444
transport,1054.31,0.624,0.1505,0,0.4,7,0.1227
shopping,1276.96,1.1939,0.1505,0,0.9,8,0.2693
entertainment,224.83,0.5099,0.1505,0,1.0,8,0.2615
utilities,3771.93,1.1755,0.1505,0,0.1,11,0.014
healthcare,2213.39,1.0411,0.1505,0,0.05,11,0.0148
investments,207.37,0.7308,0.1505,0,0.3,11,0.0291
fuel,870.95,1.0025,0.1505,0,0.45,11,0.1744
food,9514.76,1.1042,0.1562,0,0.5,10,0.1816
groceries,4208.82,1.4559,0.1562,0,0.15,12,0.0674
transport,1517.02,0.8075,0.1562,0,0.4,8,0.1383
shopping,1172.35,0.9857,0.1562,0,0.9,6,0.2453
entertainment,441.76,0.901,0.1562,0,1.0,5,0.2702
utilities,3667.55,1.0279,0.1562,0,0.1,10,0.0
healthcare,1436.92,0.6078,0.1562,0,0.05,10,0.0047
investments,121.36,0.3846,0.1562,0,0.3,11,0.0302
fuel,1065.56,1.103,0.1562,0,0.45,10,0.1282
food,7711.56,0.8572,0.2581,0,0.5,9,0.2199
groceries,3476.92,1.152,0.2581,0,0.15,12,0.0564
transport,2736.93,1.3953,0.2581,0,0.4,11,0.2221
shopping,940.19,0.7571,0.2581,0,0.9,4,0.3562
entertainment,684.23,1.3366,0.2581,0,1.0,5,0.3689
utilities,4503.27,1.2088,0.2581,0,0.1,10,0.0512
healthcare,1834.76,0.7433,0.2581,0,0.05,10,0.0534
investments,352.25,1.0692,0.2581,0,0.3,10,0.0102
fuel,1467.3,1.4548,0.2581,0,0.45,10,0.1926
food,6851.29,0.9606,0.1882,0,0.5,9,0.1684
groceries,2832.94,1.1839,0.1882,0,0.15,11,0.0404
transport,1450.62,0.9328,0.1882,0,0.4,7,0.1146
shopping,1786.16,1.8143,0.1882,0,0.9,7,0.3577
entertainment,311.42,0.7673,0.1882,0,1.0,7,0.2762
utilities,3614.51,1.2238,0.1882,0,0.1,11,0.0936
healthcare,1641.5,0.8388,0.1882,0,0.05,10,0.0103
investments,229.05,0.8769,0.1882,0,0.3,11,0.0124
fuel,369.69,0.4623,0.1882,0,0.45,10,0.1381
food,9344.91,0.9806,0.1199,0,0.5,11,0.1201
groceries,4947.62,1.5474,0.1199,0,0.15,12,0.0921
transport,3076.49,1.4806,0.1199,0,0.4,7,0.2343
shopping,1406.7,1.0694,0.1199,0,0.9,5,0.1222
entertainment,700.67,1.2921,0.1199,0,1.0,4,0.2562
utilities,4378.5,1.1095,0.1199,0,0.1,10,0.0378
healthcare,1919.45,0.7341,0.1199,0,0.05,10,0.0
investments,134.23,0.3846,0.1199,0,0.3,8,0.0
fuel,936.91,0.8769,0.1199,0,0.45,7,0.1891
food,11899.03,1.2785,0.1856,0,0.5,8,0.1939
groceries,4097.12,1.2549,0.1856,0,0.15,12,0.0737
transport,1196.63,0.5398,0.1856,0,0.4,7,0.2099
shopping,2522.17,1.8109,0.1856,0,0.9,8,0.3592
entertainment,529.66,0.931,0.1856,0,1.0,8,0.2216
utilities,3446.96,0.83,0.1856,0,0.1,12,0.0736
healthcare,210.18,0.1861,0.1856,0,0.05,11,0.0172
investments,779.07,2.2063,0.1856,0,0.3,10,0.1154
fuel,204.58,0.1858,0.1856,0,0.45,10,0.1442
food,9993.59,1.1786,0.2904,0,0.5,10,0.15
groceries,3446.64,1.2116,0.2904,0,0.15,12,0.0658
transport,1440.28,0.7791,0.2904,0,0.4,9,0.132
shopping,1179.93,1.0082,0.2904,0,0.9,9,0.3586
entertainment,310.51,0.6436,0.2904,0,1.0,6,0.3781
utilities,3456.2,0.9844,0.2904,0,0.1,12,0.0148
healthcare,1915.6,0.8234,0.2904,0,0.05,10,0.0343
investments,107.48,0.3462,0.2904,0,0.3,7,0.0219
fuel,843.15,0.8869,0.2904,0,0.45,7,0.1687
food,6314.11,1.0163,0.1453,0,0.5,11,0.186
groceries,2841.82,1.3039,0.1453,0,0.15,10,0.0578
transport,660.41,0.4463,0.1453,0,0.4,7,0.1501
shopping,1055.16,1.1348,0.1453,0,0.9,4,0.3951
entertainment,443.39,1.1675,0.1453,0,1.0,5,0.4535
utilities,2939.1,1.0601,0.1453,0,0.1,10,0.0
healthcare,445.26,0.5906,0.1453,0,0.05,10,0.0284
investments,170.25,0.7222,0.1453,0,0.3,7,0.0082
fuel,1049.55,1.4275,0.1453,0,0.45,8,0.1783
food,6213.82,0.9413,0.1943,0,0.5,8,0.2262
groceries,2592.07,1.1193,0.1943,0,0.15,10,0.0424
transport,1572.34,1.0,0.1943,0,0.4,7,0.1691
shopping,483.03,0.4889,0.1943,0,0.9,6,0.2334
entertainment,596.34,1.4778,0.1943,0,1.0,4,0.3416
utilities,3265.93,1.1086,0.1943,0,0.1,12,0.0053
healthcare,1453.07,1.8139,0.1943,0,0.05,10,0.1309
investments,101.38,0.4048,0.1943,0,0.3,8,0.0275
fuel,176.91,0.2265,0.1943,0,0.45,8,0.1169
food,6862.35,0.7969,0.2428,0,0.5,11,0.1985
groceries,3289.27,1.1385,0.2428,0,0.15,10,0.0334
transport,2350.52,1.2519,0.2428,0,0.4,7,0.1818
shopping,1169.2,0.9837,0.2428,0,0.9,6,0.3265
entertainment,572.47,1.1683,0.2428,0,1.0,6,0.2456
utilities,4528.81,1.2701,0.2428,0,0.1,12,0.0795
healthcare,2876.9,1.2177,0.2428,0,0.05,11,0.0193
investments,557.91,1.7692,0.2428,0,0.3,8,0.1021
fuel,822.32,0.8518,0.2428,0,0.45,7,0.1196
